# Log de vuelo QAV250 Gemelo Digital
# Generado: 2026-06-05T15:41:39.562755
#
# Columnas:
#   t      = tiempo relativo al primer mensaje [s]
#   X      = posicion longitudinal (Pitch) [m]
#   Y      = posicion lateral (Roll) [m]
#   Z      = altura [m]
#   Roll   = angulo de alabeo [grados]
#   Pitch  = angulo de cabeceo [grados]
#   Yaw    = angulo de guinada [grados]
#   w1..w4 = velocidad angular de cada motor [rad/s]
#   pwm1..4= PWM de cada motor [us]
#
         t |        X        Y        Z |     Roll    Pitch      Yaw |      w1      w2      w3      w4 |  pwm1  pwm2  pwm3  pwm4
    20.450 |    0.000    0.000    0.000 |    -0.70     1.58     8.31 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.500 |    0.000    0.000    0.000 |    -0.69     1.57    12.89 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.550 |    0.000    0.000    0.000 |    -0.69     1.57    12.89 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    20.600 |    0.000    0.000    0.000 |    -0.69     1.57    12.89 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    20.650 |    0.000    0.000    0.000 |    -0.69     1.57    12.89 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    20.700 |    0.000    0.000    0.000 |    -0.69     1.57    12.89 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    20.750 |    0.000    0.000    0.000 |    -0.69     1.57    12.89 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    20.800 |    0.000    0.000    0.000 |    -0.68     1.57    15.98 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    20.850 |    0.000    0.000    0.000 |    -0.68     1.57    15.98 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    20.900 |    0.000    0.000    0.000 |    -0.67     1.55    22.52 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    20.950 |    0.000    0.000    0.000 |    -0.67     1.55    22.52 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.000 |    0.000    0.000    0.000 |    -0.67     1.55    22.52 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.050 |    0.000    0.000    0.000 |    -0.67     1.55    22.52 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.100 |    0.000    0.000    0.000 |    -0.67     1.55    22.52 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.150 |    0.000    0.000    0.000 |    -0.66     1.56    25.98 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.200 |    0.000    0.000    0.000 |    -0.66     1.56    25.98 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.250 |    0.000    0.000    0.000 |    -0.66     1.56    25.98 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.300 |    0.000    0.000    0.000 |    -0.66     1.56    25.98 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.350 |    0.000    0.000    0.000 |    -0.66     1.56    25.98 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.400 |    0.000    0.000    0.000 |    -0.56     1.49    31.64 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.450 |    0.000    0.000    0.000 |    -0.56     1.49    31.64 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.500 |    0.000    0.000    0.000 |    -0.56     1.49    31.64 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.550 |    0.000    0.000    0.000 |    -0.56     1.49    31.64 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.600 |    0.000    0.000    0.000 |    -0.56     1.49    31.64 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.650 |    0.000    0.000    0.000 |     0.43     1.08    35.79 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.700 |    0.000    0.000    0.000 |     0.43     1.08    35.79 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.750 |    0.000    0.000    0.000 |     0.43     1.08    35.79 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.800 |    0.000    0.000    0.000 |     0.43     1.08    35.79 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.850 |    0.000    0.000    0.000 |     0.43     1.08    35.79 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.900 |    0.000    0.000    0.000 |     1.08     1.07    36.74 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    21.950 |    0.000    0.000    0.000 |     1.08     1.07    36.74 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.000 |    0.000    0.000    0.000 |     1.05     0.90    37.24 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.050 |    0.000    0.000    0.000 |     1.05     0.90    37.24 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.100 |    0.000    0.000    0.000 |     1.05     0.90    37.24 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.150 |    0.000    0.000    0.000 |     1.05     0.90    37.24 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.200 |    0.000    0.000    0.000 |     1.05     0.90    37.24 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.250 |    0.000    0.000    0.000 |     1.05     0.90    37.24 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.300 |    0.000    0.000    0.000 |     1.70     0.29    38.92 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.350 |    0.000    0.000    0.000 |     1.70     0.29    38.92 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.400 |    0.000    0.000    0.000 |     1.70     0.29    38.92 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.450 |    0.000    0.000    0.000 |     1.70     0.29    38.92 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.500 |    0.000    0.000    0.000 |     1.70     0.29    38.92 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.550 |    0.000    0.000    0.000 |     1.70     0.29    38.92 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.600 |    0.000    0.000    0.000 |    -2.48     0.35    40.67 |   748.4  1090.8   848.4  1009.0 |  1247  1360  1280  1333
    22.650 |    0.000    0.000    0.000 |    -2.48     0.35    40.67 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    22.700 |    0.000    0.000    0.000 |    -2.48     0.35    40.67 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    22.750 |    0.000    0.000    0.000 |    -2.48     0.35    40.67 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    22.800 |    0.000    0.000    0.000 |    -4.67    -0.48    42.49 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    22.850 |    0.000    0.000    0.000 |    -4.67    -0.48    42.49 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    22.900 |    0.000    0.000    0.000 |    -4.67    -0.48    42.49 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    22.950 |    0.000    0.000    0.000 |    -4.67    -0.48    42.49 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.000 |    0.000    0.000    0.000 |    -4.67    -0.48    42.49 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.050 |    0.000    0.000    0.000 |    -4.67    -0.48    42.49 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.100 |    0.000    0.000    0.000 |    -4.67    -0.48    42.49 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.150 |    0.000    0.000    0.000 |    -2.53     0.81    41.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.200 |    0.000    0.000    0.000 |    -2.53     0.81    41.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.250 |    0.000    0.000    0.000 |    -2.53     0.81    41.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.300 |    0.000    0.000    0.000 |    -2.53     0.81    41.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.350 |    0.000    0.000    0.000 |    -2.53     0.81    41.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.400 |    0.000    0.000    0.000 |    -2.53     0.81    41.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.450 |    0.000    0.000    0.000 |     2.98    -0.72    41.65 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.500 |    0.000    0.000    0.000 |     2.98    -0.72    41.65 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.550 |    0.000    0.000    0.000 |     2.98    -0.72    41.65 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.600 |    0.000    0.000    0.000 |     2.98    -0.72    41.65 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.650 |    0.000    0.000    0.000 |     2.98    -0.72    41.65 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.700 |    0.000    0.000    0.000 |     2.35    -0.26    41.71 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.750 |    0.000    0.000    0.000 |     2.35    -0.26    41.71 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.800 |    0.000    0.000    0.000 |     2.35    -0.26    41.71 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.850 |    0.000    0.000    0.000 |     2.35    -0.26    41.71 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.900 |    0.000    0.000    0.000 |     2.35    -0.26    41.71 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    23.950 |    0.000    0.000    0.000 |    -3.64    -0.31    44.63 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.000 |    0.000    0.000    0.000 |    -3.64    -0.31    44.63 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.050 |    0.000    0.000    0.000 |    -3.64    -0.31    44.63 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.100 |    0.000    0.000    0.000 |    -3.64    -0.31    44.63 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.150 |    0.000    0.000    0.000 |    -3.64    -0.31    44.63 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.200 |    0.000    0.000    0.000 |    -3.64    -0.31    44.63 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.250 |    0.000    0.000    0.000 |    -3.64    -0.31    44.63 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.300 |    0.000    0.000    0.000 |    -3.50    -2.73    44.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.350 |    0.000    0.000    0.000 |    -3.50    -2.73    44.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.400 |    0.000    0.000    0.000 |    -3.50    -2.73    44.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.450 |    0.000    0.000    0.000 |    -3.50    -2.73    44.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.500 |    0.000    0.000    0.000 |    -3.50    -2.73    44.93 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.550 |   -0.001   -0.000    0.003 |    -1.44    -2.78    45.60 |  1090.8  1142.3   984.7  1142.3 |  1360  1377  1325  1377
    24.600 |   -0.004   -0.001    0.008 |    -1.44    -2.78    45.60 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    24.650 |   -0.007   -0.002    0.016 |    -1.44    -2.78    45.60 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    24.700 |   -0.011   -0.004    0.025 |    -1.44    -2.78    45.60 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    24.750 |   -0.016   -0.005    0.037 |    -1.44    -2.78    45.60 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    24.800 |   -0.021   -0.007    0.049 |    -1.44    -2.78    45.60 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    24.850 |   -0.027   -0.009    0.063 |    -1.44    -2.78    45.60 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    24.900 |   -0.032   -0.011    0.078 |    -1.44    -2.78    45.60 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    24.950 |   -0.038   -0.013    0.094 |    -1.44    -2.78    45.60 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.000 |   -0.044   -0.015    0.111 |    -1.44    -2.78    45.60 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.050 |   -0.050   -0.017    0.129 |    -1.44    -2.78    45.60 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.100 |   -0.054   -0.017    0.147 |    -0.25     2.70    46.38 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.150 |   -0.057   -0.017    0.165 |    -0.25     2.70    46.38 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.200 |   -0.058   -0.015    0.185 |    -0.25     2.70    46.38 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.250 |   -0.058   -0.013    0.204 |    -0.25     2.70    46.38 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.300 |   -0.057   -0.010    0.224 |    -0.25     2.70    46.38 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.350 |   -0.056   -0.007    0.245 |    -0.10     1.39    46.57 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.400 |   -0.055   -0.005    0.265 |    -0.10     1.39    46.57 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.450 |   -0.053   -0.003    0.286 |     1.22     0.23    46.51 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.500 |   -0.051   -0.002    0.307 |     1.22     0.23    46.51 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.550 |   -0.050   -0.002    0.329 |     1.22     0.23    46.51 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.600 |   -0.048   -0.002    0.350 |     1.22     0.23    46.51 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.650 |   -0.046   -0.002    0.372 |     1.22     0.23    46.51 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.700 |   -0.043   -0.003    0.394 |     3.69     0.18    46.04 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.750 |   -0.039   -0.005    0.415 |     3.69     0.18    46.04 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.800 |   -0.035   -0.008    0.437 |     3.69     0.18    46.04 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.850 |   -0.030   -0.012    0.459 |     3.69     0.18    46.04 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.900 |   -0.026   -0.016    0.481 |     3.69     0.18    46.04 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    25.950 |   -0.020   -0.020    0.503 |     3.69     0.18    46.04 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.000 |   -0.014   -0.025    0.525 |     5.97    -0.13    45.73 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.050 |   -0.007   -0.031    0.547 |     5.97    -0.13    45.73 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.100 |   -0.000   -0.038    0.569 |     5.97    -0.13    45.73 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.150 |    0.008   -0.046    0.591 |     5.97    -0.13    45.73 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.200 |    0.016   -0.054    0.613 |     5.97    -0.13    45.73 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.250 |    0.025   -0.060    0.634 |     5.14     5.23    47.32 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.300 |    0.037   -0.064    0.656 |     5.14     5.23    47.32 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.350 |    0.049   -0.068    0.678 |     5.14     5.23    47.32 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.400 |    0.062   -0.070    0.699 |     5.14     5.23    47.32 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.450 |    0.076   -0.072    0.720 |     5.14     5.23    47.32 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.500 |    0.090   -0.073    0.742 |     5.14     5.23    47.32 |  1127.1  1330.2  1263.5  1172.6 |  1372  1439  1417  1387
    26.550 |    0.105   -0.074    0.764 |     5.14     5.23    47.32 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    26.600 |    0.120   -0.075    0.787 |     5.14     5.23    47.32 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    26.650 |    0.136   -0.075    0.810 |     5.14     5.23    47.32 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    26.700 |    0.152   -0.075    0.832 |     5.14     5.23    47.32 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    26.750 |    0.167   -0.074    0.856 |     5.14     5.23    47.32 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    26.800 |    0.183   -0.074    0.879 |     5.14     5.23    47.32 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    26.850 |    0.197   -0.071    0.902 |    -3.40     5.92    49.49 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    26.900 |    0.208   -0.065    0.926 |    -3.40     5.92    49.49 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    26.950 |    0.217   -0.057    0.950 |    -3.40     5.92    49.49 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.000 |    0.225   -0.047    0.974 |    -3.40     5.92    49.49 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.050 |    0.231   -0.036    0.998 |    -3.40     5.92    49.49 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.100 |    0.237   -0.025    1.022 |    -3.40     5.92    49.49 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.150 |    0.243   -0.013    1.046 |    -1.64     6.53    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.200 |    0.249   -0.000    1.070 |    -1.64     6.53    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.250 |    0.256    0.013    1.095 |    -1.64     6.53    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.300 |    0.262    0.025    1.119 |    -1.64     6.53    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.350 |    0.268    0.039    1.144 |    -1.64     6.53    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.400 |    0.275    0.052    1.168 |    -1.64     6.53    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.450 |    0.282    0.065    1.193 |    -0.72     6.53    49.80 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.500 |    0.289    0.078    1.217 |    -0.72     6.53    49.80 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.550 |    0.296    0.090    1.242 |    -0.72     6.53    49.80 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.600 |    0.304    0.103    1.267 |    -0.72     6.53    49.80 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.650 |    0.312    0.116    1.291 |    -0.72     6.53    49.80 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.700 |    0.319    0.128    1.316 |    -0.46     6.37    49.79 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.750 |    0.328    0.138    1.341 |     2.95     4.01    49.93 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.800 |    0.337    0.147    1.366 |     2.95     4.01    49.93 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.850 |    0.347    0.154    1.391 |     2.95     4.01    49.93 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.900 |    0.356    0.160    1.416 |     2.95     4.01    49.93 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    27.950 |    0.366    0.166    1.441 |     2.95     4.01    49.93 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.000 |    0.377    0.169    1.466 |     4.85     1.66    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.050 |    0.387    0.171    1.491 |     4.85     1.66    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.100 |    0.397    0.172    1.516 |     4.85     1.66    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.150 |    0.408    0.171    1.541 |     4.85     1.66    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.200 |    0.418    0.170    1.567 |     4.85     1.66    50.01 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.250 |    0.428    0.170    1.592 |     1.51     3.20    50.46 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.300 |    0.438    0.170    1.617 |     1.51     3.20    50.46 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.350 |    0.446    0.171    1.643 |     1.51     3.20    50.46 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.400 |    0.455    0.173    1.668 |     1.51     3.20    50.46 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.450 |    0.463    0.175    1.694 |     1.51     3.20    50.46 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.500 |    0.469    0.179    1.719 |    -3.25     3.21    51.03 |  1278.6  1175.6  1084.7  1384.7 |  1422  1388  1358  1457
    28.550 |    0.474    0.184    1.745 |    -3.25     3.21    51.03 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    28.600 |    0.477    0.190    1.771 |    -3.25     3.21    51.03 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    28.650 |    0.480    0.197    1.797 |    -3.25     3.21    51.03 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    28.700 |    0.481    0.205    1.823 |    -3.25     3.21    51.03 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    28.750 |    0.482    0.213    1.849 |    -3.25     3.21    51.03 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    28.800 |    0.483    0.222    1.875 |    -3.25     3.21    51.03 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    28.850 |    0.483    0.232    1.902 |    -4.68     4.10    51.11 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    28.900 |    0.482    0.244    1.928 |    -5.62     5.06    50.95 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    28.950 |    0.481    0.256    1.954 |    -5.62     5.06    50.95 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.000 |    0.480    0.270    1.979 |    -5.62     5.06    50.95 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.050 |    0.478    0.284    2.005 |    -5.62     5.06    50.95 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.100 |    0.476    0.299    2.031 |    -5.62     5.06    50.95 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.150 |    0.474    0.314    2.057 |    -5.62     5.06    50.95 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.200 |    0.472    0.330    2.082 |    -5.62     5.06    50.95 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.250 |    0.469    0.345    2.108 |    -5.62     5.06    50.95 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.300 |    0.467    0.362    2.134 |    -5.62     5.06    50.95 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.350 |    0.465    0.378    2.159 |    -5.62     5.06    50.95 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.400 |    0.463    0.394    2.185 |    -3.78     6.37    49.63 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.450 |    0.463    0.411    2.210 |    -3.78     6.37    49.63 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.500 |    0.463    0.427    2.236 |    -3.78     6.37    49.63 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.550 |    0.464    0.443    2.261 |    -3.78     6.37    49.63 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.600 |    0.465    0.460    2.287 |    -3.78     6.37    49.63 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.650 |    0.466    0.476    2.312 |    -4.50     6.06    49.54 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.700 |    0.467    0.493    2.338 |    -4.50     6.06    49.54 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.750 |    0.469    0.510    2.363 |    -4.50     6.06    49.54 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.800 |    0.470    0.527    2.389 |    -4.50     6.06    49.54 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.850 |    0.471    0.544    2.414 |    -4.50     6.06    49.54 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.900 |    0.472    0.560    2.440 |    -5.42     5.29    49.19 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    29.950 |    0.472    0.577    2.465 |    -5.42     5.29    49.19 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    30.000 |    0.470    0.594    2.491 |    -6.56     2.96    48.63 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    30.050 |    0.468    0.610    2.516 |    -6.56     2.96    48.63 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    30.100 |    0.464    0.626    2.541 |    -6.56     2.96    48.63 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    30.150 |    0.460    0.642    2.567 |    -6.56     2.96    48.63 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
    30.200 |    0.456    0.657    2.592 |    -6.56     2.96    48.63 |  1021.1  1442.3  1178.7  1275.6 |  1337  1476  1389  1421
